물품명,분류,원래이름,개수,단위,보유처,보유처종류,권역,시도,시군구,주소,대표전화,자료출처
보안경·안전모,보호구,보호경,,6EA,DSR제강㈜ 2공장,사업장,전라권역,전라남도,순천시,전라남도 순천시 서면 산단4길 38,061-751-7121,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안면보호구,,20EA,GS칼텍스㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 923-106,061-680-2387,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안경,,24,GS칼텍스㈜ 바이오부탄올,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 923-106,061-660-6268,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전모,4,EA,KPX라이프 사이언스㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단2로 84,061-688-4622,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안경,3,EA,KPX라이프 사이언스㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단2로 84,061-688-4622,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안면,2,EA,KPX라이프 사이언스㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단2로 84,061-688-4622,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안면,11,EA,KPX라이프 사이언스㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 201,061-688-4622,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안경,10,EA,KPX라이프 사이언스㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 201,061-688-4622,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전모,2,EA,KPX라이프 사이언스㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 201,061-688-4622,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안경,2,EA,㈜대진,사업장,전라권역,전라남도,여수시,전라남도 여수시 삼동로 101,061-685-5980,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안면,2,EA,㈜대진,사업장,전라권역,전라남도,여수시,전라남도 여수시 삼동로 101,061-685-5980,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전모,2,EA,㈜대진,사업장,전라권역,전라남도,여수시,전라남도 여수시 삼동로 101,061-685-5980,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안경,6,EA,㈜성원,사업장,전라권역,전라남도,광양시,전라남도 광양시 광양읍 초남공단2길 5,,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안경,5,EA,㈜엠이시,사업장,전라권역,전라남도,광영시,전라남도 광영시 옥곡면 신금산단5길 30,061-772-8825,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전면,2,EA,㈜와이엔텍,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 1232,061-690-6910,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안경(유체용),4,EA,㈜유니테크 여수지점,사업장,전라권역,전라남도,여수시,전라남도 여수시 진달래길 14,061-692-0461,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전모,10,EA,㈜한익스프레스,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 611,061-685-5524,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전벨트,3,EA,㈜한익스프레스,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 611,061-685-5524,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보호안경,8,EA,㈜한익스프레스,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 611,061-685-5524,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안면보호면,5,EA,닛소남해아그로㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 1384,061-900-3531,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안경,5,EA,닛소남해아그로㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 1384,061-900-3531,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,방열안전모,5,EA,대림산업㈜ 여수C4공장,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단중앙로 275,061-688-6821,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안경,2,EA(1BOX),롯데미쓰이화학㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단4로 129,061-680-8411,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보호안경,3,EA,매일식품㈜,사업장,전라권역,전라남도,순천시,전라남도 순천시 서면산단1길 16,061-752-3331,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전모,10,EA,백광산업,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단2로 284,061-680-0600,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보호안경,10,EA,백광산업,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단2로 284,061-680-0600,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전모,2,EA,수자원공사 여수권지사 별량수령장,사업장,전라권역,전라남도,순천시,전라남도 순천시,061-759-4212,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안경,0,㎥,케이에스광학㈜,사업장,전라권역,전라남도,순천시,전라남도 순천시 율촌산단4로 26-108,061-727-9717,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안면,100,EA,코니상사,판매업체,전라권역,전라남도,여수시,전남 여수시 웅남3길,061-684-3611,15 전남·광주 방제약품 판매업체 (2017년 기준)
보안경·안전모,보호구,안전모,100,EA,코니상사,판매업체,전라권역,전라남도,여수시,전남 여수시 웅남3길,061-684-3611,15 전남·광주 방제약품 판매업체 (2017년 기준)
보안경·안전모,보호구,안면보호대,4,EA,한국남동발전㈜ 여수발전본부,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 727,070-8898-5622,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안경,10,EA,한국남동발전㈜ 호남화력본부,사업장,전라권역,전라남도,여수시,"전라남도 여수시 여수산단로 1203, 1층",,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안면,7,EA,한국남동발전㈜ 호남화력본부,사업장,전라권역,전라남도,여수시,"전라남도 여수시 여수산단로 1203, 1층",,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,사다리,11,EA,한국바스프㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단2로 284,061-680-7061,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,WATER SHIELD,44,EA,한국바스프㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단2로 284,061-680-7061,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,로프,44,EA,한국바스프㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단2로 284,061-680-7061,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전벨트,44,EA,한국바스프㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단2로 284,061-680-7061,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,모노가글,62,EA,한국바스프㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단2로 284,061-680-7061,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,FACE SHIELD,58,EA,한국바스프㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단2로 284,061-680-7061,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안면,20,EA,한국바스프㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단2로 284,061-680-7061,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전고글,5,EA,한국캐솔㈜,사업장,전라권역,전라남도,순천시,전라남도 순천시 양율길 286,061-741-1661,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안면보호구,4,EA,한승케미칼㈜,사업장,전라권역,전라남도,광양시,전라남도 광양시 광양읍 초남2공단2길 66,061-795-1958,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안면,14,EA,한화케미칼㈜ 폴리실리콘,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단4로 255,061-690-5728,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,모노고글,14,EA,한화케미칼㈜ 폴리실리콘,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단4로 255,061-690-5728,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전모,8,EA,해인기업㈜ 여수공장,사업장,전라권역,전라남도,여수시,전라남도 여수시 중흥동 750-19,061-692-6800,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,고글,21,EA,해인기업㈜ 여수공장,사업장,전라권역,전라남도,여수시,전라남도 여수시 중흥동 750-19,061-692-6800,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,귀마개,10,EA,해인기업㈜ 여수공장,사업장,전라권역,전라남도,여수시,전라남도 여수시 중흥동 750-19,061-692-6800,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전벨트,6,EA,해인기업㈜ 여수공장,사업장,전라권역,전라남도,여수시,전라남도 여수시 중흥동 750-19,061-692-6800,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전벨트,5,EA,해인기업㈜ 화치공장,사업장,전라권역,전라남도,여수시,전라남도 여수시 산단중앙로 30,061-686-6801,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안경,21,EA,현대에너지㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 727,061-683-7319,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,보안면,19,EA,현대에너지㈜,사업장,전라권역,전라남도,여수시,전라남도 여수시 여수산단로 727,061-683-7319,05 사업장 보유 방제물품(화학안전공동체)
보안경·안전모,보호구,안전벨트,7,EA,휴켐스㈜ 여수공장,사업장,전라권역,전라남도,여수시,전라남도 여수시 상암로 963,061-680-4613,05 사업장 보유 방제물품(화학안전공동체)
보호장갑·장화,보호구,장갑,9,,강릉시 환경과,지자체,강원권역,강원특별자치도,강릉시,강원 강릉시 강릉대로 33,033-640-5356,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,9,,강릉시 환경과,지자체,강원권역,강원특별자치도,강릉시,강원 강릉시 강릉대로 33,033-640-5356,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,21,,고성군 환경과,지자체,강원권역,강원특별자치도,고성군,강원 고성군 죽왕면 짱고개길 253,033-680-3823,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,20000,,고성군 환경과,지자체,강원권역,강원특별자치도,고성군,강원 고성군 죽왕면 짱고개길 253,033-680-3823,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,13,,고성군 환경과,지자체,강원권역,강원특별자치도,고성군,강원 고성군 간성읍 고성중앙길9,033-680-3343,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,24,,속초시 친환경과,지자체,강원권역,강원특별자치도,속초시,강원 속초시 중앙로 183,033-639-1578,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,13,,속초시 친환경과,지자체,강원권역,강원특별자치도,속초시,강원 속초시 중앙로 183,033-639-1578,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,10,,양구군 환경과,지자체,강원권역,강원특별자치도,양구군,강원 양구군 관공서로 38,033-480-7284,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,10,,양구군 환경과,지자체,강원권역,강원특별자치도,양구군,강원 양구군 관공서로 38,033-480-7284,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,5,,영월군 환경위생과,지자체,강원권역,강원특별자치도,영월군,강원 영월군 영월읍 하송로 64,033-370-2157,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,5,,영월군 환경위생과,지자체,강원권역,강원특별자치도,영월군,강원 영월군 영월읍 하송로 64,033-370-2157,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,20,,인제군 환경보호과,지자체,강원권역,강원특별자치도,인제군,강원 인제군 인제읍 인제로187번길 8,033-460-4453,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,15,,인제군 환경보호과,지자체,강원권역,강원특별자치도,인제군,강원 인제군 인제읍 인제로187번길 8,033-460-4453,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,5,,정선군 환경과,지자체,강원권역,강원특별자치도,정선군,강원 정선군 정선읍 봉양3길 21,033-560-2354,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,5,,정선군 환경과,지자체,강원권역,강원특별자치도,정선군,강원 정선군 정선읍 봉양3길 21,033-560-2354,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,5,,태백시 환경과,지자체,강원권역,강원특별자치도,태백시,강원 태백시 태붐로 21,033-550-3974,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,4,,평창군 환경과,지자체,강원권역,강원특별자치도,평창군,강원 평창군 평창읍 군청길 77,,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,7,,홍천군 환경과,지자체,강원권역,강원특별자치도,홍천군,강원 홍천군 홍천읍 석화로 93,033-430-2625,01 지자체 보유 방재장비
보호장갑·장화,보호구,Level C 보호장화,14,개,한국환경공단 수질오염방제센터 낙동강센터,국가기관 비축,경상권역,,,,,09 한국환경공단 수질오염방제센터
보호장갑·장화,보호구,Level C 보호장갑,40,개,한국환경공단 수질오염방제센터 낙동강센터,국가기관 비축,경상권역,,,,,09 한국환경공단 수질오염방제센터
보호장갑·장화,보호구,장갑,24,,거제시 기후환경과,지자체,경상권역,경상남도,거제시,경상남도 거제시 계룡로 125(고현동) 거제시청,055-639-3933,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,4,,거제시 기후환경과,지자체,경상권역,경상남도,거제시,경상남도 거제시 계룡로 125(고현동) 거제시청,055-639-3933,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,3,,거창군 환경과,지자체,경상권역,경상남도,거창군,경상남도 거창군 거창읍 중앙로 103,055-940-3514,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,93,,김해시 환경정책과,지자체,경상권역,경상남도,김해시,경상남도 김해시 김해대로 2401,055-330-2733,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,20,,김해시 환경정책과,지자체,경상권역,경상남도,김해시,경상남도 김해시 김해대로 2401,055-330-2733,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,2,,남해군 환경과,지자체,경상권역,경상남도,남해군,경상남도 남해군 남해읍 에코파크길 65-10,055-860-3273,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,2,,남해군 환경과,지자체,경상권역,경상남도,남해군,경상남도 남해군 남해읍 에코파크길 65-10,055-860-3273,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,2,,남해군 환경과,지자체,경상권역,경상남도,남해군,경상남도 남해군 남해읍 에코파크길 65-10,055-860-3273,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장화,2,,남해군 환경과,지자체,경상권역,경상남도,남해군,경상남도 남해군 남해읍 에코파크길 65-10,055-860-3273,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장갑,20,,산청군 환경위생과,지자체,경상권역,경상남도,산청군,경상남도 산청군 산청읍 산엔청로 1,055-970-7122,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,10,,산청군 환경위생과,지자체,경상권역,경상남도,산청군,경상남도 산청군 산청읍 산엔청로 1,055-970-7122,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,5,,양산시 수질관리과,지자체,경상권역,경상남도,양산시,경남 양산시 중앙로 39,055-392-3582,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,3,,양산시 수질관리과,지자체,경상권역,경상남도,양산시,경남 양산시 중앙로 39,055-392-3582,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,5,,양산시 수질관리과,지자체,경상권역,경상남도,양산시,경남 양산시 중앙로 39,055-392-3582,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장화,3,,양산시 수질관리과,지자체,경상권역,경상남도,양산시,경남 양산시 중앙로 39,055-392-3582,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장갑,160,,창녕군 환경위생과,지자체,경상권역,경상남도,창녕군,경상남도 창녕군 창녕읍 군청길1,055-530-1614,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,18,,창녕군 환경위생과,지자체,경상권역,경상남도,창녕군,경상남도 창녕군 창녕읍 군청길1,055-530-1614,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,14,,창원시 마산합포구 환경과,지자체,경상권역,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 3·15대로 210,055-220-4573,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,20,,창원시 마산회원구 환경과,지자체,경상권역,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 삼호로 63,055-230-4573,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,3,,창원시 성산구 안전건설과,지자체,경상권역,경상남도,창원시 성산구,경상남도 창원시 성산구 창원대로 1086(성주동),055-272-4654,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,3,,창원시 성산구 환경과,지자체,경상권역,경상남도,창원시 성산구,경상남도 창원시 성산구 창원대로 1086(성주동),055-272-4573,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,60,,창원시 의창구 환경과,지자체,경상권역,경상남도,창원시 의창구,경상남도 창원시 의창구 원이대로 80,055-212-4573,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,30,,창원시 의창구 환경과,지자체,경상권역,경상남도,창원시 의창구,경상남도 창원시 의창구 원이대로 80,055-212-4573,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,20,,창원시 진해구 환경과,지자체,경상권역,경상남도,창원시 진해구,창원시 진해구 진대해로 1101,055-548-4573,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,10,,창원시 진해구 환경과,지자체,경상권역,경상남도,창원시 진해구,창원시 진해구 진대해로 1101,055-548-4573,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,5,,하동군 환경보호과,지자체,경상권역,경상남도,하동군,경상남도 하동군 하동읍 군청로 23,055-880-2574,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,5,,하동군 환경보호과,지자체,경상권역,경상남도,하동군,경상남도 하동군 하동읍 군청로 23,055-880-2574,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,5,,하동군 환경보호과,지자체,경상권역,경상남도,하동군,경상남도 하동군 하동읍 군청로 23,055-880-2574,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장화,5,,하동군 환경보호과,지자체,경상권역,경상남도,하동군,경상남도 하동군 하동읍 군청로 23,055-880-2574,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,보호신발,46,EA,한국남동발전㈜ 하동발전본부,사업장,경상권역,경상남도,하동군,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,05 사업장 보유 방제물품(화학안전공동체)
보호장갑·장화,보호구,보호장갑,46,EA,한국남동발전㈜ 하동발전본부,사업장,경상권역,경상남도,하동군,경상남도 하동군 금성면 경제산업로 509,070-7713-1294,05 사업장 보유 방제물품(화학안전공동체)
보호장갑·장화,보호구,장갑,35,,함양군 환경정책과,지자체,경상권역,경상남도,함양군,경상남도 함양군 함양읍 고운로 35,055-960-6116,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,30,,함양군 환경정책과,지자체,경상권역,경상남도,함양군,경상남도 함양군 함양읍 고운로 35,055-960-6116,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,40,,경산시 환경과,지자체,경상권역,경상북도,경산시,경상북도 경산시 남매로 159,053-810-5476,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,60,,경산시 환경과,지자체,경상권역,경상북도,경산시,경상북도 경산시 남매로 159,053-810-5476,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,100,,경주시 환경정책과,지자체,경상권역,경상북도,경주시,경상북도 경주시 양정로 260(동천동),054-779-6372,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,20,,경주시 환경정책과,지자체,경상권역,경상북도,경주시,경상북도 경주시 양정로 260(동천동),054-779-6372,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,20,,고령군 환경과,지자체,경상권역,경상북도,고령군,고령군 대가야읍 왕릉로 55,054-950-6523,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,20,,고령군 환경과,지자체,경상권역,경상북도,고령군,고령군 대가야읍 왕릉로 55,054-950-6523,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,38,,구미시 환경관리과,지자체,경상권역,경상북도,구미시,경상북도 구미시 농산물시잘로 15,054-480-5275,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,12,,구미시 환경관리과,지자체,경상권역,경상북도,구미시,경상북도 구미시 농산물시잘로 15,054-480-5275,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,38,,구미시 환경관리과,지자체,경상권역,경상북도,구미시,경상북도 구미시 농산물시잘로 15,054-480-5275,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장화,12,,구미시 환경관리과,지자체,경상권역,경상북도,구미시,경상북도 구미시 농산물시잘로 15,054-480-5275,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장갑,16,,김천시 환경위생과,지자체,경상권역,경상북도,김천시,김천시 시청1길 1,054-420-6681,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,26,,김천시 환경위생과,지자체,경상권역,경상북도,김천시,김천시 시청1길 1,054-420-6681,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,11,,김천시 환경위생과,지자체,경상권역,경상북도,김천시,경상북도 김천시 시청1길 1,054-420-6681,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장화,21,,김천시 환경위생과,지자체,경상권역,경상북도,김천시,경상북도 김천시 시청1길 1,054-420-6681,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장화,10,,문경시 환경보호과,지자체,경상권역,경상북도,문경시,경상북도 문경시 당교로 225,054-550-6501,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장갑,100,,봉화군 녹색환경과,지자체,경상권역,경상북도,봉화군,경북 봉화군 봉화읍 봉화로 1111,054-679-6403,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,100,,봉화군 녹색환경과,지자체,경상권역,경상북도,봉화군,경북 봉화군 봉화읍 봉화로 1111,054-679-6403,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,32,,상주시 환경관리과,지자체,경상권역,경상북도,상주시,경북 상주시 상산로 223,054-537-7357,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,32,,상주시 환경관리과,지자체,경상권역,경상북도,상주시,경북 상주시 상산로 223,054-537-7357,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,32,,상주시 환경관리과,지자체,경상권역,경상북도,상주시,경북 상주시 상산로 223,054-537-7357,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장화,32,,상주시 환경관리과,지자체,경상권역,경상북도,상주시,경북 상주시 상산로 223,054-537-7357,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장갑,50,,성주군 환경과,지자체,경상권역,경상북도,성주군,경북 성주군 성주읍 성주로 3200,054-930-6182,01 지자체 보유 방재장비
보호장갑·장화,보호구,장화,7,,성주군 환경과,지자체,경상권역,경상북도,성주군,경북 성주군 성주읍 성주로 3200,054-930-6182,01 지자체 보유 방재장비
보호장갑·장화,보호구,장갑,50,,성주군 환경과,지자체,경상권역,경상북도,성주군,경북 성주군 성주읍 성주로 3200,054-930-6182,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장화,7,,성주군 환경과,지자체,경상권역,경상북도,성주군,경북 성주군 성주읍 성주로 3200,054-930-6182,02 지자체 보유 방재장비(청·센터별)
보호장갑·장화,보호구,장갑,10,,안동시 환경관리과,지자체,경상권역,경상북도,안동시,경상북도 안동시 퇴계로 115,054-840-5287,01 지자체 보유 방재장비
